type;n;k;comps;swaps
ExperimentalSelect5;2000;5;14296;6623
ExperimentalSelect7;2000;7;21147;8747
ExperimentalSelect9;2000;9;22736;9933
ExperimentalSelect3;2000;3;11085;5062
ExperimentalSelect5;2000;5;16021;6744
ExperimentalSelect7;2000;7;20133;8048
ExperimentalSelect9;2000;9;24107;10231
ExperimentalSelect3;2000;3;11472;5019
ExperimentalSelect5;2000;5;16769;6641
ExperimentalSelect7;2000;7;19320;8714
ExperimentalSelect9;2000;9;22448;10488
ExperimentalSelect3;2000;3;12774;4792
ExperimentalSelect5;2000;5;15605;6819
ExperimentalSelect7;2000;7;19176;8670
ExperimentalSelect9;2000;9;24076;10586
ExperimentalSelect3;2000;3;11683;5134
ExperimentalSelect5;2000;5;14897;6272
ExperimentalSelect7;2000;7;19590;8373
ExperimentalSelect9;2000;9;22767;9465
ExperimentalSelect3;2000;3;13370;5282
ExperimentalSelect5;2000;5;15384;7004
ExperimentalSelect7;2000;7;19818;8657
ExperimentalSelect9;2000;9;24462;10036
ExperimentalSelect3;2000;3;11257;5040
ExperimentalSelect5;2000;5;15236;6718
ExperimentalSelect7;2000;7;19530;8202
ExperimentalSelect9;2000;9;25235;10175
ExperimentalSelect3;2000;3;11307;4885
ExperimentalSelect5;2000;5;16455;6695
ExperimentalSelect7;2000;7;20360;8667
ExperimentalSelect9;2000;9;23715;10106
ExperimentalSelect3;2000;3;11528;4798
ExperimentalSelect5;2000;5;15833;6646
ExperimentalSelect7;2000;7;20277;9267
ExperimentalSelect9;2000;9;23342;10864
ExperimentalSelect3;2000;3;11639;4869
ExperimentalSelect5;2000;5;15177;6978
ExperimentalSelect7;2000;7;21554;8771
ExperimentalSelect9;2000;9;23954;9644
ExperimentalSelect3;2000;3;12871;4890
ExperimentalSelect5;2000;5;16593;6522
ExperimentalSelect7;2000;7;19360;8966
ExperimentalSelect9;2000;9;24845;11152
ExperimentalSelect3;2000;3;12128;5446
ExperimentalSelect5;2000;5;15744;6487
ExperimentalSelect7;2000;7;19300;8742
ExperimentalSelect9;2000;9;24971;10467
ExperimentalSelect3;2000;3;11015;5086
ExperimentalSelect5;2000;5;17188;7151
ExperimentalSelect7;2000;7;20808;9241
ExperimentalSelect9;2000;9;23991;9682
ExperimentalSelect3;2000;3;11549;5109
ExperimentalSelect5;2000;5;14394;6590
ExperimentalSelect7;2000;7;21062;8490
ExperimentalSelect9;2000;9;22325;10430
ExperimentalSelect3;2000;3;11087;5161
ExperimentalSelect5;2000;5;14936;6586
ExperimentalSelect7;2000;7;19997;8798
ExperimentalSelect9;2000;9;22689;9780
ExperimentalSelect3;2000;3;11774;5276
ExperimentalSelect5;2000;5;16328;6814
ExperimentalSelect7;2000;7;20529;9181
ExperimentalSelect9;2000;9;23216;10550
ExperimentalSelect3;2000;3;12579;4844
ExperimentalSelect5;2000;5;15981;7097
ExperimentalSelect7;2000;7;18953;8266
ExperimentalSelect9;2000;9;23497;10158
ExperimentalSelect3;2000;3;12752;5128
ExperimentalSelect5;2000;5;16528;6573
ExperimentalSelect7;2000;7;20019;8777
ExperimentalSelect9;2000;9;22752;11354
ExperimentalSelect3;2000;3;12950;5123
ExperimentalSelect5;2000;5;14497;7137
ExperimentalSelect7;2000;7;19808;8279
ExperimentalSelect9;2000;9;23216;10532
ExperimentalSelect3;2000;3;11420;4934
ExperimentalSelect5;2000;5;16061;6887
ExperimentalSelect7;2000;7;20541;8391
ExperimentalSelect9;2000;9;26130;11092
ExperimentalSelect3;2000;3;12107;4789
ExperimentalSelect5;2000;5;15240;7300
ExperimentalSelect7;2000;7;20733;9009
ExperimentalSelect9;2000;9;23076;10312
ExperimentalSelect3;2000;3;11480;4922
ExperimentalSelect5;2000;5;16907;6786
ExperimentalSelect7;2000;7;21120;9091
ExperimentalSelect9;2000;9;22639;10493
ExperimentalSelect3;2000;3;13536;5370
ExperimentalSelect5;2000;5;14619;6805
ExperimentalSelect7;2000;7;20203;9130
ExperimentalSelect9;2000;9;23922;10346
ExperimentalSelect3;2000;3;13374;5521
ExperimentalSelect5;2000;5;16373;6441
ExperimentalSelect7;2000;7;19537;8658
ExperimentalSelect9;2000;9;23324;9779
ExperimentalSelect3;2000;3;14039;5931
ExperimentalSelect5;2000;5;15917;6654
ExperimentalSelect7;2000;7;20951;8441
ExperimentalSelect9;2000;9;22792;10635
ExperimentalSelect3;2000;3;14583;5918
ExperimentalSelect5;2000;5;14618;6496
ExperimentalSelect7;2000;7;19757;8447
ExperimentalSelect9;2000;9;23806;10027
ExperimentalSelect3;2000;3;11157;4720
ExperimentalSelect5;2000;5;14893;6748
ExperimentalSelect7;2000;7;20398;8471
ExperimentalSelect9;2000;9;24262;10219
ExperimentalSelect3;2000;3;12761;5229
ExperimentalSelect5;2000;5;14972;6483
ExperimentalSelect7;2000;7;19723;8461
ExperimentalSelect9;2000;9;25022;10465
ExperimentalSelect3;2000;3;11229;5122
ExperimentalSelect5;2000;5;17343;6840
ExperimentalSelect7;2000;7;18952;8544
ExperimentalSelect9;2000;9;23804;10744
ExperimentalSelect3;2000;3;11092;4650
ExperimentalSelect5;2000;5;14342;6949
ExperimentalSelect7;2000;7;18410;8284
ExperimentalSelect9;2000;9;24137;10796
ExperimentalSelect3;2000;3;11566;4972
ExperimentalSelect5;2000;5;15657;7018
ExperimentalSelect7;2000;7;19220;8711
ExperimentalSelect9;2000;9;23569;9903
ExperimentalSelect3;2000;3;11494;5147
ExperimentalSelect5;2000;5;15798;6431
ExperimentalSelect7;2000;7;18957;8561
ExperimentalSelect9;2000;9;24845;10335
ExperimentalSelect3;2000;3;12881;5195
ExperimentalSelect5;2000;5;15918;7126
ExperimentalSelect7;2000;7;19219;8694
ExperimentalSelect9;2000;9;23647;10663
ExperimentalSelect3;2000;3;12504;5501
ExperimentalSelect5;2000;5;15868;6937
ExperimentalSelect7;2000;7;19524;8154
ExperimentalSelect9;2000;9;23435;9602
ExperimentalSelect3;2000;3;12793;5166
ExperimentalSelect5;2000;5;14647;6394
ExperimentalSelect7;2000;7;19550;8523
ExperimentalSelect9;2000;9;23716;10930
ExperimentalSelect3;2000;3;12510;5228
ExperimentalSelect5;2000;5;14502;6522
ExperimentalSelect7;2000;7;19502;9225
ExperimentalSelect9;2000;9;23973;9836
ExperimentalSelect3;2000;3;13192;4836
ExperimentalSelect5;2000;5;16582;7125
ExperimentalSelect7;2000;7;21264;8387
ExperimentalSelect9;2000;9;22754;9991
ExperimentalSelect3;2000;3;13920;5541
ExperimentalSelect5;2000;5;16685;6728
ExperimentalSelect7;2000;7;18786;8700
ExperimentalSelect9;2000;9;23345;10789
ExperimentalSelect3;2000;3;12424;4840
ExperimentalSelect5;2000;5;16127;6846
ExperimentalSelect7;2000;7;17982;8692
ExperimentalSelect9;2000;9;22252;10578
ExperimentalSelect3;2000;3;16773;6558
ExperimentalSelect5;2000;5;15930;6623
ExperimentalSelect7;2000;7;20711;9084
ExperimentalSelect9;2000;9;23666;10469
ExperimentalSelect3;2000;3;11100;4980
ExperimentalSelect5;2000;5;16194;6464
ExperimentalSelect7;2000;7;19117;9195
ExperimentalSelect9;2000;9;24095;10517
ExperimentalSelect3;2000;3;11403;4938
ExperimentalSelect5;2000;5;15315;6663
ExperimentalSelect7;2000;7;20616;9234
ExperimentalSelect9;2000;9;23007;10192
ExperimentalSelect3;2000;3;12437;4880
ExperimentalSelect5;2000;5;15438;6805
ExperimentalSelect7;2000;7;18496;8896
ExperimentalSelect9;2000;9;23877;10861
ExperimentalSelect3;2000;3;11923;5227
ExperimentalSelect5;2000;5;16349;6741
ExperimentalSelect7;2000;7;19341;8578
ExperimentalSelect9;2000;9;23952;10263
ExperimentalSelect3;2000;3;11721;5010
ExperimentalSelect5;2000;5;14552;6834
ExperimentalSelect7;2000;7;20322;8483
ExperimentalSelect9;2000;9;23841;10164
ExperimentalSelect3;2000;3;12129;4844
ExperimentalSelect5;2000;5;16409;6464
ExperimentalSelect7;2000;7;20404;8335
ExperimentalSelect9;2000;9;23495;10378
ExperimentalSelect3;2000;3;12301;4907
ExperimentalSelect5;2000;5;16524;6335
ExperimentalSelect7;2000;7;19336;7897
ExperimentalSelect9;2000;9;22357;10643
ExperimentalSelect3;2000;3;12769;5311
ExperimentalSelect5;2000;5;16886;6678
ExperimentalSelect7;2000;7;19376;9037
ExperimentalSelect9;2000;9;22332;9436
ExperimentalSelect3;2000;3;12784;4957
ExperimentalSelect5;2000;5;15822;6885
ExperimentalSelect7;2000;7;20721;8534
ExperimentalSelect9;2000;9;23446;9839
ExperimentalSelect3;2000;3;13289;5502
ExperimentalSelect5;2000;5;16777;6996
ExperimentalSelect7;2000;7;19519;8330
ExperimentalSelect9;2000;9;23276;10448
ExperimentalSelect3;2000;3;10496;4757
ExperimentalSelect5;2000;5;15996;6771
ExperimentalSelect7;2000;7;21013;8806
ExperimentalSelect9;2000;9;22679;10827
ExperimentalSelect3;2000;3;13466;5186
ExperimentalSelect5;2000;5;15021;6744
ExperimentalSelect7;2000;7;19277;8241
ExperimentalSelect9;2000;9;23187;10463
ExperimentalSelect3;2000;3;12455;5089
ExperimentalSelect5;2000;5;15832;6458
ExperimentalSelect7;2000;7;19923;9045
ExperimentalSelect9;2000;9;21990;10210
ExperimentalSelect3;2000;3;14535;5317
ExperimentalSelect5;2000;5;15736;6607
ExperimentalSelect7;2000;7;20586;8434
ExperimentalSelect9;2000;9;21724;10451
ExperimentalSelect3;2000;3;12325;5248
ExperimentalSelect5;2000;5;14581;6335
ExperimentalSelect7;2000;7;19764;9149
ExperimentalSelect9;2000;9;23946;10192
ExperimentalSelect3;2000;3;12210;5064
ExperimentalSelect5;2000;5;15276;6464
ExperimentalSelect7;2000;7;19474;8185
ExperimentalSelect9;2000;9;23908;9598
ExperimentalSelect3;2000;3;12368;5453
ExperimentalSelect5;2000;5;15193;6619
ExperimentalSelect7;2000;7;19711;8280
ExperimentalSelect9;2000;9;24284;9998
ExperimentalSelect3;2000;3;13012;5566
ExperimentalSelect5;2000;5;15630;7009
ExperimentalSelect7;2000;7;20822;8374
ExperimentalSelect9;2000;9;23600;10267
ExperimentalSelect3;2000;3;12243;5038
ExperimentalSelect5;2000;5;14078;6351
ExperimentalSelect7;2000;7;19324;8437
ExperimentalSelect9;2000;9;24194;10055
ExperimentalSelect3;2000;3;12876;5588
ExperimentalSelect5;2000;5;16733;7147
ExperimentalSelect7;2000;7;20473;9270
ExperimentalSelect9;2000;9;23858;10225
ExperimentalSelect3;2000;3;12597;5558
ExperimentalSelect5;2000;5;14389;6499
ExperimentalSelect7;2000;7;18289;7828
ExperimentalSelect9;2000;9;23426;11236
ExperimentalSelect3;2000;3;13687;5523
ExperimentalSelect5;2000;5;14693;6971
ExperimentalSelect7;2000;7;18587;8328
ExperimentalSelect9;2000;9;24021;10250
ExperimentalSelect3;2000;3;11776;4924
ExperimentalSelect5;2000;5;16243;6953
ExperimentalSelect7;2000;7;19129;8547
ExperimentalSelect9;2000;9;23616;10889
ExperimentalSelect3;2000;3;14688;6419
ExperimentalSelect5;2000;5;15300;6413
ExperimentalSelect7;2000;7;19342;8168
ExperimentalSelect9;2000;9;23047;9585
ExperimentalSelect3;2000;3;12595;4991
ExperimentalSelect5;2000;5;15264;6277
ExperimentalSelect7;2000;7;18810;8212
ExperimentalSelect9;2000;9;23832;10357
ExperimentalSelect3;2000;3;12550;5031
ExperimentalSelect5;2000;5;15265;6656
ExperimentalSelect7;2000;7;20277;8197
ExperimentalSelect9;2000;9;22808;10456
ExperimentalSelect3;2000;3;13793;5331
ExperimentalSelect5;2000;5;14913;6597
ExperimentalSelect7;2000;7;18791;8810
ExperimentalSelect9;2000;9;22351;9798
ExperimentalSelect3;2000;3;12003;4867
ExperimentalSelect5;2000;5;17014;7260
ExperimentalSelect7;2000;7;19280;8599
ExperimentalSelect9;2000;9;24039;10321
ExperimentalSelect3;2000;3;13846;5373
ExperimentalSelect5;2000;5;15452;6963
ExperimentalSelect7;2000;7;20293;8987
ExperimentalSelect9;2000;9;24958;10172
ExperimentalSelect3;2000;3;10261;4767
ExperimentalSelect5;2000;5;15540;7184
ExperimentalSelect7;2000;7;19646;8992
ExperimentalSelect9;2000;9;22119;9774
ExperimentalSelect3;2000;3;11796;5323
ExperimentalSelect5;2000;5;17382;7282
ExperimentalSelect7;2000;7;19133;8567
ExperimentalSelect9;2000;9;24248;9930
ExperimentalSelect3;2000;3;11885;5205
ExperimentalSelect5;2000;5;15334;6286
ExperimentalSelect7;2000;7;20536;8444
ExperimentalSelect9;2000;9;22332;10123
ExperimentalSelect3;2000;3;13317;5148
ExperimentalSelect5;2000;5;14698;6656
ExperimentalSelect7;2000;7;21050;9136
ExperimentalSelect9;2000;9;25490;10025
ExperimentalSelect3;2000;3;12682;5588
ExperimentalSelect5;2000;5;16319;6572
ExperimentalSelect7;2000;7;20412;8357
ExperimentalSelect9;2000;9;22171;10654
ExperimentalSelect3;2000;3;12363;5025
ExperimentalSelect5;2000;5;16600;6907
ExperimentalSelect7;2000;7;19355;8304
ExperimentalSelect9;2000;9;24069;10733
ExperimentalSelect3;2000;3;10844;5142
ExperimentalSelect5;2000;5;15575;6551
ExperimentalSelect7;2000;7;20740;9050
ExperimentalSelect9;2000;9;23692;10213
ExperimentalSelect3;2000;3;12437;5130
ExperimentalSelect5;2000;5;16112;6985
ExperimentalSelect7;2000;7;19589;8124
ExperimentalSelect9;2000;9;23353;10086
ExperimentalSelect3;2000;3;14035;5259
ExperimentalSelect5;2000;5;15465;6335
ExperimentalSelect7;2000;7;20772;8675
ExperimentalSelect9;2000;9;24590;10778
ExperimentalSelect3;2000;3;11509;5181
ExperimentalSelect5;2000;5;15734;6766
ExperimentalSelect7;2000;7;19683;8513
ExperimentalSelect9;2000;9;22822;10668
ExperimentalSelect3;2000;3;11598;4789
ExperimentalSelect5;2000;5;17155;7154
ExperimentalSelect7;2000;7;19577;8388
ExperimentalSelect9;2000;9;24155;9981
ExperimentalSelect3;2000;3;11824;5567
ExperimentalSelect5;2000;5;15417;7058
ExperimentalSelect7;2000;7;18604;8465
ExperimentalSelect9;2000;9;24389;10846
ExperimentalSelect3;2000;3;11630;4884
ExperimentalSelect5;2000;5;14445;6518
ExperimentalSelect7;2000;7;19167;8864
ExperimentalSelect9;2000;9;23184;10823
ExperimentalSelect3;2000;3;11335;4880
ExperimentalSelect5;2000;5;15461;6722
ExperimentalSelect7;2000;7;18994;8568
ExperimentalSelect9;2000;9;24007;10993
ExperimentalSelect3;2000;3;12120;4895
ExperimentalSelect5;2000;5;14734;6531
ExperimentalSelect7;2000;7;18743;9043
ExperimentalSelect9;2000;9;23522;9839
ExperimentalSelect3;2100;3;13179;5475
ExperimentalSelect5;2100;5;16617;7200
ExperimentalSelect7;2100;7;21133;9333
ExperimentalSelect9;2100;9;25038;11013
ExperimentalSelect3;2100;3;12871;5214
ExperimentalSelect5;2100;5;17449;7724
ExperimentalSelect7;2100;7;20389;8973
ExperimentalSelect9;2100;9;26422;11332
ExperimentalSelect3;2100;3;13164;5314
ExperimentalSelect5;2100;5;16461;7365
ExperimentalSelect7;2100;7;20903;9046
ExperimentalSelect9;2100;9;25968;11447
ExperimentalSelect3;2100;3;14275;5770
ExperimentalSelect5;2100;5;16380;7307
ExperimentalSelect7;2100;7;20298;8849
ExperimentalSelect9;2100;9;24505;11145
ExperimentalSelect3;2100;3;11865;5337
ExperimentalSelect5;2100;5;18343;7721
ExperimentalSelect7;2100;7;21562;9060
ExperimentalSelect9;2100;9;25177;10992
ExperimentalSelect3;2100;3;13124;5454
ExperimentalSelect5;2100;5;17600;7210
ExperimentalSelect7;2100;7;21470;8637
ExperimentalSelect9;2100;9;24595;10523
ExperimentalSelect3;2100;3;13326;5714
ExperimentalSelect5;2100;5;17787;7456
ExperimentalSelect7;2100;7;21338;9043
ExperimentalSelect9;2100;9;24933;10703
ExperimentalSelect3;2100;3;14618;6358
ExperimentalSelect5;2100;5;18960;7827
ExperimentalSelect7;2100;7;20307;9169
ExperimentalSelect9;2100;9;25998;11210
ExperimentalSelect3;2100;3;14088;5799
ExperimentalSelect5;2100;5;18078;7481
ExperimentalSelect7;2100;7;18721;8299
ExperimentalSelect9;2100;9;26266;11067
ExperimentalSelect3;2100;3;12119;5118
ExperimentalSelect5;2100;5;17711;7748
ExperimentalSelect7;2100;7;18914;8135
ExperimentalSelect9;2100;9;23780;10487
ExperimentalSelect3;2100;3;12037;5603
ExperimentalSelect5;2100;5;18812;7568
ExperimentalSelect7;2100;7;19771;9044
ExperimentalSelect9;2100;9;25173;10741
ExperimentalSelect3;2100;3;15214;5903
ExperimentalSelect5;2100;5;19908;8429
ExperimentalSelect7;2100;7;21304;8779
ExperimentalSelect9;2100;9;23360;10871
ExperimentalSelect3;2100;3;13421;5557
ExperimentalSelect5;2100;5;17917;7411
ExperimentalSelect7;2100;7;20877;9182
ExperimentalSelect9;2100;9;24608;10914
ExperimentalSelect3;2100;3;13435;6183
ExperimentalSelect5;2100;5;15775;7185
ExperimentalSelect7;2100;7;22794;9382
ExperimentalSelect9;2100;9;23710;10680
ExperimentalSelect3;2100;3;13847;5685
ExperimentalSelect5;2100;5;16185;7180
ExperimentalSelect7;2100;7;21408;8601
ExperimentalSelect9;2100;9;25090;10832
ExperimentalSelect3;2100;3;14128;5415
ExperimentalSelect5;2100;5;17170;7386
ExperimentalSelect7;2100;7;19336;9031
ExperimentalSelect9;2100;9;24314;11187
ExperimentalSelect3;2100;3;12610;5240
ExperimentalSelect5;2100;5;17293;7846
ExperimentalSelect7;2100;7;20996;9202
ExperimentalSelect9;2100;9;25772;11440
ExperimentalSelect3;2100;3;12541;5875
ExperimentalSelect5;2100;5;16574;7001
ExperimentalSelect7;2100;7;21737;9360
ExperimentalSelect9;2100;9;26249;10898
ExperimentalSelect3;2100;3;13571;5352
ExperimentalSelect5;2100;5;18012;7413
ExperimentalSelect7;2100;7;20482;9140
ExperimentalSelect9;2100;9;25983;11425
ExperimentalSelect3;2100;3;11939;5313
ExperimentalSelect5;2100;5;18087;7375
ExperimentalSelect7;2100;7;20120;8891
ExperimentalSelect9;2100;9;24136;10867
ExperimentalSelect3;2100;3;12455;5504
ExperimentalSelect5;2100;5;18317;7529
ExperimentalSelect7;2100;7;21359;9271
ExperimentalSelect9;2100;9;23823;10950
ExperimentalSelect3;2100;3;13021;5177
ExperimentalSelect5;2100;5;16002;7385
ExperimentalSelect7;2100;7;20728;9190
ExperimentalSelect9;2100;9;24223;10836
ExperimentalSelect3;2100;3;14474;6196
ExperimentalSelect5;2100;5;17140;7513
ExperimentalSelect7;2100;7;20417;9091
ExperimentalSelect9;2100;9;25754;11229
ExperimentalSelect3;2100;3;13284;5757
ExperimentalSelect5;2100;5;17125;7600
ExperimentalSelect7;2100;7;21034;9159
ExperimentalSelect9;2100;9;26235;11096
ExperimentalSelect3;2100;3;11987;5259
ExperimentalSelect5;2100;5;15664;7079
ExperimentalSelect7;2100;7;19995;9234
ExperimentalSelect9;2100;9;25242;11224
ExperimentalSelect3;2100;3;14319;6426
ExperimentalSelect5;2100;5;19063;8326
ExperimentalSelect7;2100;7;21176;9000
ExperimentalSelect9;2100;9;24453;10516
ExperimentalSelect3;2100;3;12442;5401
ExperimentalSelect5;2100;5;18446;7780
ExperimentalSelect7;2100;7;21074;8834
ExperimentalSelect9;2100;9;25293;10987
ExperimentalSelect3;2100;3;14627;5609
ExperimentalSelect5;2100;5;18294;7453
ExperimentalSelect7;2100;7;19510;8750
ExperimentalSelect9;2100;9;24873;11073
ExperimentalSelect3;2100;3;14006;5610
ExperimentalSelect5;2100;5;17418;7408
ExperimentalSelect7;2100;7;21266;9389
ExperimentalSelect9;2100;9;23452;11025
ExperimentalSelect3;2100;3;13129;5683
ExperimentalSelect5;2100;5;17310;7259
ExperimentalSelect7;2100;7;20790;9039
ExperimentalSelect9;2100;9;25925;11232
ExperimentalSelect3;2100;3;18046;7303
ExperimentalSelect5;2100;5;17947;7467
ExperimentalSelect7;2100;7;18664;8155
ExperimentalSelect9;2100;9;25230;11020
ExperimentalSelect3;2100;3;11863;5307
ExperimentalSelect5;2100;5;16199;7021
ExperimentalSelect7;2100;7;20225;9199
ExperimentalSelect9;2100;9;24109;11108
ExperimentalSelect3;2100;3;12625;5308
ExperimentalSelect5;2100;5;18751;7822
ExperimentalSelect7;2100;7;18580;8397
ExperimentalSelect9;2100;9;24474;11131
ExperimentalSelect3;2100;3;17097;6797
ExperimentalSelect5;2100;5;16385;7107
ExperimentalSelect7;2100;7;21719;8997
ExperimentalSelect9;2100;9;26925;11214
ExperimentalSelect3;2100;3;14012;5545
ExperimentalSelect5;2100;5;17165;7472
ExperimentalSelect7;2100;7;19898;8627
ExperimentalSelect9;2100;9;27046;11315
ExperimentalSelect3;2100;3;19967;8356
ExperimentalSelect5;2100;5;16151;7167
ExperimentalSelect7;2100;7;21602;9423
ExperimentalSelect9;2100;9;24245;10995
ExperimentalSelect3;2100;3;14347;6124
ExperimentalSelect5;2100;5;15800;7131
ExperimentalSelect7;2100;7;21429;9311
ExperimentalSelect9;2100;9;26165;11096
ExperimentalSelect3;2100;3;12372;5803
ExperimentalSelect5;2100;5;17348;7004
ExperimentalSelect7;2100;7;21500;9514
ExperimentalSelect9;2100;9;25360;11191
ExperimentalSelect3;2100;3;14562;5358
ExperimentalSelect5;2100;5;16023;7204
ExperimentalSelect7;2100;7;21634;9338
ExperimentalSelect9;2100;9;24521;10468
ExperimentalSelect3;2100;3;13229;5672
ExperimentalSelect5;2100;5;15797;7145
ExperimentalSelect7;2100;7;20669;8642
ExperimentalSelect9;2100;9;24042;10938
ExperimentalSelect3;2100;3;14944;6714
ExperimentalSelect5;2100;5;16392;7174
ExperimentalSelect7;2100;7;20125;8787
ExperimentalSelect9;2100;9;26893;11436
ExperimentalSelect3;2100;3;11537;4956
ExperimentalSelect5;2100;5;16468;7099
ExperimentalSelect7;2100;7;19846;8968
ExperimentalSelect9;2100;9;23817;10899
ExperimentalSelect3;2100;3;12007;5337
ExperimentalSelect5;2100;5;16672;7036
ExperimentalSelect7;2100;7;19569;8611
ExperimentalSelect9;2100;9;25598;11390
ExperimentalSelect3;2100;3;13688;5416
ExperimentalSelect5;2100;5;16155;7264
ExperimentalSelect7;2100;7;20108;9246
ExperimentalSelect9;2100;9;24309;10840
ExperimentalSelect3;2100;3;16154;6153
ExperimentalSelect5;2100;5;17604;7294
ExperimentalSelect7;2100;7;19131;8249
ExperimentalSelect9;2100;9;24111;10769
ExperimentalSelect3;2100;3;13832;5588
ExperimentalSelect5;2100;5;17445;7399
ExperimentalSelect7;2100;7;18863;8378
ExperimentalSelect9;2100;9;25379;11080
ExperimentalSelect3;2100;3;20539;9119
ExperimentalSelect5;2100;5;17180;7492
ExperimentalSelect7;2100;7;20611;8953
ExperimentalSelect9;2100;9;24498;10879
ExperimentalSelect3;2100;3;14310;5947
ExperimentalSelect5;2100;5;16709;7213
ExperimentalSelect7;2100;7;20872;9254
ExperimentalSelect9;2100;9;25459;11145
ExperimentalSelect3;2100;3;13677;5620
ExperimentalSelect5;2100;5;18636;7563
ExperimentalSelect7;2100;7;22041;9498
ExperimentalSelect9;2100;9;25889;10864
ExperimentalSelect3;2100;3;13459;6013
ExperimentalSelect5;2100;5;15917;7159
ExperimentalSelect7;2100;7;20570;8956
ExperimentalSelect9;2100;9;25560;10783
ExperimentalSelect3;2100;3;11729;4833
ExperimentalSelect5;2100;5;16573;7097
ExperimentalSelect7;2100;7;19835;8890
ExperimentalSelect9;2100;9;25156;10600
ExperimentalSelect3;2100;3;14939;6150
ExperimentalSelect5;2100;5;17857;7347
ExperimentalSelect7;2100;7;20230;9393
ExperimentalSelect9;2100;9;26969;11875
ExperimentalSelect3;2100;3;14083;5672
ExperimentalSelect5;2100;5;16905;7203
ExperimentalSelect7;2100;7;21703;9271
ExperimentalSelect9;2100;9;25256;10869
ExperimentalSelect3;2100;3;13432;5698
ExperimentalSelect5;2100;5;16098;7104
ExperimentalSelect7;2100;7;21555;9506
ExperimentalSelect9;2100;9;27985;11590
ExperimentalSelect3;2100;3;15301;6193
ExperimentalSelect5;2100;5;16532;7198
ExperimentalSelect7;2100;7;20467;9190
ExperimentalSelect9;2100;9;24635;10727
ExperimentalSelect3;2100;3;14047;5976
ExperimentalSelect5;2100;5;17423;7331
ExperimentalSelect7;2100;7;20802;9256
ExperimentalSelect9;2100;9;25906;10705
ExperimentalSelect3;2100;3;13321;6032
ExperimentalSelect5;2100;5;17105;7132
ExperimentalSelect7;2100;7;21321;9102
ExperimentalSelect9;2100;9;25876;11097
ExperimentalSelect3;2100;3;14673;5666
ExperimentalSelect5;2100;5;15579;7159
ExperimentalSelect7;2100;7;20141;8721
ExperimentalSelect9;2100;9;25736;10805
ExperimentalSelect3;2100;3;13839;6089
ExperimentalSelect5;2100;5;18698;7797
ExperimentalSelect7;2100;7;21412;8881
ExperimentalSelect9;2100;9;24000;10777
ExperimentalSelect3;2100;3;13860;5164
ExperimentalSelect5;2100;5;17706;7185
ExperimentalSelect7;2100;7;20207;9215
ExperimentalSelect9;2100;9;27063;11259
ExperimentalSelect3;2100;3;13518;5448
ExperimentalSelect5;2100;5;17197;7358
ExperimentalSelect7;2100;7;21254;9025
ExperimentalSelect9;2100;9;26957;11308
ExperimentalSelect3;2100;3;13049;5371
ExperimentalSelect5;2100;5;16493;7164
ExperimentalSelect7;2100;7;22234;9241
ExperimentalSelect9;2100;9;24972;11008
ExperimentalSelect3;2100;3;15004;6010
ExperimentalSelect5;2100;5;16687;7187
ExperimentalSelect7;2100;7;20360;8775
ExperimentalSelect9;2100;9;23533;10498
ExperimentalSelect3;2100;3;15127;6540
ExperimentalSelect5;2100;5;16444;7110
ExperimentalSelect7;2100;7;21901;9037
ExperimentalSelect9;2100;9;25088;10758
ExperimentalSelect3;2100;3;17503;6946
ExperimentalSelect5;2100;5;16827;7432
ExperimentalSelect7;2100;7;20745;9265
ExperimentalSelect9;2100;9;25743;11426
ExperimentalSelect3;2100;3;13750;5592
ExperimentalSelect5;2100;5;18040;7692
ExperimentalSelect7;2100;7;19330;8478
ExperimentalSelect9;2100;9;26194;11235
ExperimentalSelect3;2100;3;15486;6102
ExperimentalSelect5;2100;5;18715;7823
ExperimentalSelect7;2100;7;22152;9463
ExperimentalSelect9;2100;9;25628;10957
ExperimentalSelect3;2100;3;15359;6237
ExperimentalSelect5;2100;5;16683;7275
ExperimentalSelect7;2100;7;22890;9290
ExperimentalSelect9;2100;9;24846;10859
ExperimentalSelect3;2100;3;14155;5852
ExperimentalSelect5;2100;5;18171;7231
ExperimentalSelect7;2100;7;20795;8638
ExperimentalSelect9;2100;9;24549;10625
ExperimentalSelect3;2100;3;11626;5176
ExperimentalSelect5;2100;5;18099;7676
ExperimentalSelect7;2100;7;19633;8549
ExperimentalSelect9;2100;9;25763;10839
ExperimentalSelect3;2100;3;12794;5400
ExperimentalSelect5;2100;5;17008;7324
ExperimentalSelect7;2100;7;20488;8849
ExperimentalSelect9;2100;9;25815;10949
ExperimentalSelect3;2100;3;12945;5219
ExperimentalSelect5;2100;5;18553;7698
ExperimentalSelect7;2100;7;19876;8491
ExperimentalSelect9;2100;9;26050;11483
ExperimentalSelect3;2100;3;13594;5428
ExperimentalSelect5;2100;5;18190;7953
ExperimentalSelect7;2100;7;19949;9052
ExperimentalSelect9;2100;9;25917;11080
ExperimentalSelect3;2100;3;13103;5469
ExperimentalSelect5;2100;5;19227;7439
ExperimentalSelect7;2100;7;21057;9040
ExperimentalSelect9;2100;9;25105;11021
ExperimentalSelect3;2100;3;14597;5506
ExperimentalSelect5;2100;5;17059;7064
ExperimentalSelect7;2100;7;21825;9307
ExperimentalSelect9;2100;9;26320;11349
