type;n;comps;swaps;time
select3;28100;305227.12;138753.16;1.092550437450409
select5;28100;264882.48;130582.28;0.9083065420389176
select7;28100;267029.96;141056.66;0.8600277775526046
select9;28100;280728.2;159829.22;0.850607698559761
select3;28200;303966.28;139046.6;1.0940709418058396
select5;28200;268049.44;131063.94;0.90973060131073
select7;28200;270780.7;142501.48;0.8646676987409592
select9;28200;281890.08;159375.9;0.8503037202358246
select3;28300;303456.08;138631.24;1.0874175786972047
select5;28300;268523.12;130085.64;0.9043073803186417
select7;28300;268464.32;142259.78;0.8562354201078415
select9;28300;279738.86;160526.34;0.8487042987346649
select3;28400;303584.32;139300.26;1.1084294587373733
select5;28400;269177.06;130852.66;0.9300491201877594
select7;28400;270165.1;142489.02;0.8765766990184783
select9;28400;283830.44;161277.7;0.868298898935318
select3;28500;306023.0;140183.4;1.0996452426910401
select5;28500;267869.58;131824.96;0.9161174595355988
select7;28500;274048.74;144394.78;0.8700524991750718
select9;28500;284569.74;161525.08;0.8602862614393234
select3;28600;305096.4;140949.94;1.1029272830486299
select5;28600;268482.32;132576.0;0.9191351199150085
select7;28600;270894.94;143476.76;0.8730641984939576
select9;28600;285302.3;162555.26;0.8662181597948074
select3;28700;307013.8;140985.62;1.1014965605735778
select5;28700;272750.9;133497.12;0.9269982212781906
select7;28700;275000.22;144175.82;0.8720978176593781
select9;28700;283850.92;161334.86;0.8615228205919265
select3;28800;309095.3;141873.06;1.105790199637413
select5;28800;272797.78;133593.14;0.9249584639072418
select7;28800;274607.44;146038.2;0.8754548436403274
select9;28800;287264.12;162241.06;0.869061079621315
select3;28900;311609.86;142245.48;1.111262899041176
select5;28900;272775.56;133909.18;0.9293062210083007
select7;28900;273463.78;144929.14;0.8820566576719284
select9;28900;289479.96;163509.04;0.8763656824827194
select3;29000;313066.86;142481.6;1.1116187608242034
select5;29000;279596.04;134754.26;0.9344070798158646
select7;29000;274659.32;146114.58;0.8778511202335357
select9;29000;288675.44;164213.14;0.8698543000221253
select3;29100;315911.22;144136.22;1.1267059582471848
select5;29100;276565.24;135020.68;0.9281386387348175
select7;29100;274915.96;146031.34;0.8773433429002762
select9;29100;287373.84;165110.44;0.868734678030014
select3;29200;313540.26;143447.26;1.1199377793073655
select5;29200;275241.82;135498.52;0.9272644209861756
select7;29200;276570.32;146258.12;0.878679940700531
select9;29200;291100.0;164904.54;0.8732909762859344
select3;29300;315466.78;144152.9;1.1146763008832932
select5;29300;278515.36;136129.8;0.9311902809143067
select7;29300;280612.62;147225.26;0.8796001178026199
select9;29300;291292.74;166775.86;0.8711304998397827
select3;29400;315147.92;144317.08;1.1130814826488495
select5;29400;277634.18;136397.16;0.9332641386985778
select7;29400;279616.42;147963.74;0.8852307379245759
select9;29400;293998.5;167361.86;0.8763829410076142
select3;29500;317653.1;145151.66;1.1387522828578949
select5;29500;279912.14;136211.7;0.9397237408161163
select7;29500;282963.18;149075.48;0.8927097004652024
select9;29500;292005.72;166777.24;0.8811512213945388
select3;29600;317227.2;145897.1;1.1255580759048462
select5;29600;281660.84;136915.28;0.9448014217615127
select7;29600;283922.58;148790.84;0.8922604167461395
select9;29600;293445.44;167005.68;0.8805685812234878
select3;29700;318807.06;146331.8;1.1305732583999635
select5;29700;283228.88;138383.26;0.946700502038002
select7;29700;285313.9;150192.96;0.8998750001192093
select9;29700;295528.88;168772.84;0.8856948214769363
select3;29800;318533.88;146225.08;1.133988561630249
select5;29800;284562.02;137641.02;0.9515259206295014
select7;29800;284408.58;150503.04;0.9033482003211976
select9;29800;296641.76;168111.34;0.8875874030590057
select3;29900;320863.98;147238.42;1.1326991415023804
select5;29900;284189.84;138566.78;0.9510182392597198
select7;29900;285671.02;150298.98;0.9176166594028473
select9;29900;300135.1;169826.78;0.8922949802875518
select3;30000;320800.74;147368.94;1.138105880022049
select5;30000;281119.9;138641.58;0.9531691604852677
select7;30000;285409.9;152238.64;0.9028745186328888
select9;30000;297065.48;169181.48;0.8906198191642761
select3;30100;326282.62;148785.4;1.1570193791389465
select5;30100;284852.04;139050.72;0.9631723207235336
select7;30100;286008.54;151260.0;0.902252921462059
select9;30100;300736.46;171276.78;0.8978596597909927
select3;30200;323137.04;148245.86;1.145193902850151
select5;30200;287717.5;139810.06;0.9596357387304306
select7;30200;288065.0;151746.6;0.9078894984722138
select9;30200;302280.8;171379.06;0.9004103016853332
select3;30300;325255.0;149010.04;1.150742980837822
select5;30300;284344.72;139878.5;0.9574458611011505
select7;30300;287161.12;151729.74;0.9099211400747299
select9;30300;302966.02;170332.28;0.9018741577863694
select3;30400;326719.88;149910.22;1.1569823598861695
select5;30400;291097.7;140658.4;0.9673416817188263
select7;30400;291051.08;153454.16;0.9105234760046005
select9;30400;302743.3;172277.1;0.9035300195217133
select3;30500;326942.4;149951.72;1.155796599984169
select5;30500;289010.9;141748.32;0.9672584176063538
select7;30500;288545.38;152849.6;0.9148658782243728
select9;30500;301799.78;172417.22;0.9052566182613373
select3;30600;327388.42;150070.54;1.1603215217590332
select5;30600;291052.62;142364.7;0.9692080593109131
select7;30600;288508.82;154527.0;0.9149772417545319
select9;30600;303687.68;172421.36;0.9085758608579636
select3;30700;329051.56;151211.92;1.1643824207782745
select5;30700;291442.7;142215.98;0.9744889384508133
select7;30700;288126.16;154249.92;0.9166126608848572
select9;30700;302520.46;172526.86;0.9106599777936936
select3;30800;327166.52;149955.5;1.1580947798490524
select5;30800;292723.14;142424.44;0.9777638781070709
select7;30800;294728.62;154902.06;0.9262789404392242
select9;30800;307731.3;174708.84;0.9185353815555573
select3;30900;331013.46;151792.28;1.1719606602191925
select5;30900;294734.8;143093.02;0.9833188605308533
select7;30900;295578.32;155873.46;0.9291023164987564
select9;30900;308471.42;175302.42;0.9193316411972046
select3;31000;333704.78;152406.16;1.1751415210962295
select5;31000;293207.46;144061.3;0.982839617729187
select7;31000;296194.72;156637.44;0.9316359782218933
select9;31000;309975.84;175427.96;0.9247613197565079
select3;31100;332813.68;153718.16;1.183910418152809
select5;31100;295411.44;144561.12;0.9869408392906189
select7;31100;295850.24;155775.08;0.9310458189249039
select9;31100;309126.4;176700.88;0.9227647018432618
select3;31200;335013.28;153958.96;1.1883638191223145
select5;31200;298467.34;144625.26;0.9912405413389206
select7;31200;295762.28;156504.24;0.9341093391180039
select9;31200;310385.92;176357.12;0.9258003610372544
select3;31300;338967.54;154195.02;1.1905231010913848
select5;31300;296470.22;144678.52;0.9912712198495864
select7;31300;297311.34;157769.04;0.9385761624574661
select9;31300;310979.76;177752.22;0.928204996585846
select3;31400;337039.44;154855.8;1.2054386401176453
select5;31400;298585.04;145334.72;1.0025115793943404
select7;31400;299815.58;158583.88;0.9575006026029587
select9;31400;313407.58;177583.2;0.9421967190504074
select3;31500;340096.5;155631.24;1.2130200427770614
select5;31500;300120.58;145964.38;1.018807977437973
select7;31500;299653.24;159036.68;0.9534257000684738
select9;31500;315741.88;178525.9;0.9527076029777527
select3;31600;340664.1;155970.94;1.213894299864769
select5;31600;299977.48;146437.98;1.0060168403387069
select7;31600;303970.22;158905.7;0.9613991791009903
select9;31600;315137.4;178579.08;0.9422740972042084
select3;31700;339017.76;154915.88;1.2071589010953903
select5;31700;298060.44;146760.2;1.0102177011966704
select7;31700;302984.92;159675.84;0.96536101937294
select9;31700;316413.56;180504.52;0.9552675765752793
select3;31800;341378.9;156542.92;1.228519480228424
select5;31800;302500.52;147064.58;1.0179850625991822
select7;31800;305236.88;160188.36;0.9621076041460037
select9;31800;316260.5;180106.02;0.962409119606018
select3;31900;340592.66;156150.16;1.2136305975914001
select5;31900;299635.08;147094.48;1.0102147167921067
select7;31900;303188.44;160650.0;0.9616597020626068
select9;31900;316816.86;181143.32;0.9511926209926606
select3;32000;344128.88;157137.16;1.251112921833992
select5;32000;304759.7;148710.92;1.0488837605714798
select7;32000;304364.14;160980.92;0.9860006207227707
select9;32000;320672.34;180853.82;0.9739240622520446
select3;32100;340955.38;157801.2;1.2332084828615189
select5;32100;304749.16;149064.46;1.0269743174314498
select7;32100;307134.74;161698.28;0.9727378183603287
select9;32100;320358.68;182522.7;0.9620575606822968
select3;32200;346162.5;158235.9;1.2189906978607177
select5;32200;305628.18;149879.76;1.0243341791629792
select7;32200;305434.58;161901.58;0.968989999294281
select9;32200;324990.6;183184.3;0.9661457586288452
select3;32300;346870.72;159126.18;1.227018478512764
select5;32300;306129.66;149163.52;1.027476999759674
select7;32300;307458.94;163003.58;0.9693850988149643
select9;32300;324087.76;185607.96;0.9590531015396118
select3;32400;346056.26;159027.44;1.23151034116745
select5;32400;310097.02;150271.24;1.0363332986831666
select7;32400;309866.76;162779.68;0.9788322198390961
select9;32400;324809.1;184603.72;0.9666845184564591
select3;32500;348602.46;160239.82;1.2451021414995194
select5;32500;310875.24;151295.98;1.0390761178731918
select7;32500;310991.88;164060.92;0.9804822784662247
select9;32500;323961.66;184236.82;0.9694230633974076
select3;32600;350681.78;161152.9;1.2514565378427505
select5;32600;308136.48;151292.28;1.0427500396966933
select7;32600;310437.58;163811.32;0.9865738779306412
select9;32600;327072.16;185719.76;0.9753907203674317
select3;32700;350294.82;161093.76;1.24440555870533
select5;32700;312013.14;150933.82;1.0392418783903121
select7;32700;311467.04;164478.74;0.9874374407529831
select9;32700;326950.76;185561.76;0.9757684022188187
select3;32800;350606.96;161430.54;1.2596388804912566
select5;32800;313703.96;151947.42;1.0581830990314485
select7;32800;311138.56;165016.62;0.9872764402627945
select9;32800;326676.48;186538.14;0.9746499592065812
select3;32900;355289.62;162499.32;1.2613062793016434
select5;32900;312106.26;153329.58;1.0536456203460693
select7;32900;309771.58;165166.28;0.9954342782497406
select9;32900;328610.06;186999.28;0.9860376197099686
select3;33000;352713.18;162387.06;1.247606817483902
select5;33000;316760.92;153164.3;1.0506817811727525
select7;33000;313932.24;165691.68;0.9888423401117324
select9;33000;328631.5;186378.08;0.979859738945961
select3;33100;355605.7;163398.92;1.2615561616420745
select5;33100;318406.3;153530.22;1.0560220009088517
select7;33100;317393.92;166256.2;0.9954668402671814
select9;33100;331767.38;188008.72;0.9832406383752823
select3;33200;355346.74;163574.22;1.2644954437017442
select5;33200;312732.82;153721.22;1.053785259127617
select7;33200;313528.7;167241.36;0.995459440946579
select9;33200;331025.32;187631.74;0.988904640674591
select3;33300;357624.28;163605.62;1.257205641269684
select5;33300;317624.6;154539.74;1.0555740177631379
select7;33300;322300.7;167858.82;1.0002421206235885
select9;33300;332286.58;188418.06;0.9895434582233429
select3;33400;353137.2;163622.62;1.257316801548004
select5;33400;313911.7;154393.58;1.05415649831295
select7;33400;318301.92;167270.62;1.0003813606500627
select9;33400;331927.04;189535.28;0.9894468581676483
select3;33500;358344.74;165131.42;1.2741649001836777
select5;33500;316386.1;155618.2;1.0620029604434966
select7;33500;319732.62;168063.86;1.0046841984987258
select9;33500;334348.2;190002.38;0.9945923417806626
select3;33600;358743.22;164968.66;1.2651988780498504
select5;33600;319511.62;155313.2;1.0614830023050308
select7;33600;321544.64;169805.8;1.008848620057106
select9;33600;332309.62;189300.96;1.022773180603981
select3;33700;366147.38;165585.42;1.274826700091362
select5;33700;316473.36;155451.58;1.0612620586156845
select7;33700;322517.58;169792.68;1.0128581589460373
select9;33700;339172.86;191105.24;1.00526582300663
select3;33800;367009.58;167447.12;1.2853045815229416
select5;33800;322153.48;157183.24;1.075108478665352
select7;33800;323682.3;171143.56;1.013709704875946
select9;33800;337248.94;192318.04;1.00653254032135
select3;33900;363735.36;167512.96;1.291782860159874
select5;33900;322625.66;157095.54;1.0742732411623002
select7;33900;323418.64;169957.3;1.0164609974622727
select9;33900;334692.08;192477.4;1.0029511588811875
select3;34000;361682.26;167435.78;1.2897471994161607
select5;34000;321117.96;156801.38;1.07706552028656
select7;34000;325299.64;171048.4;1.0249936389923096
select9;34000;337716.94;192370.72;1.0134616601467132
select3;34100;369994.64;168286.48;1.30263977766037
select5;34100;323942.72;158483.68;1.087889678478241
select7;34100;328252.14;172581.24;1.0342892813682556
select9;34100;339829.42;193394.44;1.0195900785923004
select3;34200;370471.74;168392.84;1.3046964198350905
select5;34200;321071.1;158253.44;1.0861765784025192
select7;34200;325162.1;172157.58;1.0328153830766678
select9;34200;339533.66;194250.64;1.020588899254799
select3;34300;368799.82;169106.72;1.3158835184574127
select5;34300;326473.14;159083.7;1.099168416261673
select7;34300;325447.14;172192.54;1.0417375433444978
select9;34300;343516.46;194798.78;1.0309608376026154
select3;34400;371598.24;169892.94;1.3107562375068664
select5;34400;327472.62;159266.72;1.0935126805305482
select7;34400;325870.84;172745.2;1.0305498784780502
select9;34400;344586.0;195817.92;1.0220058023929597
select3;34500;371551.46;169317.36;1.337030359506607
select5;34500;326231.58;160788.78;1.096336241364479
select7;34500;329218.66;174387.7;1.053702601790428
select9;34500;342101.28;195034.32;1.0281080383062362
select3;34600;374091.9;170266.72;1.315483941435814
select5;34600;327488.54;160891.94;1.116870680451393
select7;34600;327910.08;174064.98;1.0394203978776932
select9;34600;346000.26;196792.3;1.0328098392486573
select3;34700;373793.94;171258.02;1.318501923084259
select5;34700;329964.92;160512.46;1.1032743418216706
select7;34700;330604.58;174839.6;1.0409823566675187
select9;34700;346489.68;196105.36;1.028539879322052
select3;34800;377302.14;171414.86;1.3267920017242432
select5;34800;329972.22;160828.9;1.1051736396551133
select7;34800;332891.48;176023.8;1.046650580763817
select9;34800;348047.46;196301.04;1.0323181986808776
select3;34900;374392.82;170895.32;1.3471871227025987
select5;34900;331338.88;162170.32;1.106502958536148
select7;34900;334191.78;176017.14;1.0478894007205963
select9;34900;346434.92;198444.74;1.0364473414421083
select3;35000;372381.28;172140.18;1.3272169196605683
select5;35000;332568.14;162430.88;1.1081785809993745
select7;35000;332330.14;176485.18;1.0516560578346252
select9;35000;354235.06;199118.02;1.043844143152237
select3;35100;375727.36;172122.36;1.3402568781375885
select5;35100;337210.46;163240.54;1.1165616595745087
select7;35100;334414.5;177179.2;1.0533047223091125
select9;35100;350053.22;198000.78;1.0423106414079666
select3;35200;377451.64;173073.02;1.3307377398014069
select5;35200;331838.48;163230.76;1.1276879227161407
select7;35200;336371.38;177369.08;1.0600113987922668
select9;35200;353475.96;199410.14;1.0468251401185988
select3;35300;377200.44;173711.94;1.3439182782173156
select5;35300;339455.94;164725.42;1.1309734416007995
select7;35300;336933.2;177518.18;1.0586291396617888
select9;35300;350601.16;199210.38;1.050745279788971
select3;35400;381207.76;174373.5;1.3914784187078475
select5;35400;338843.7;164207.26;1.1387146002054214
select7;35400;336150.6;178450.82;1.076937980055809
select9;35400;352856.32;200345.7;1.065997359752655
select3;35500;380815.22;175147.54;1.3714885795116425
select5;35500;335738.94;164899.04;1.1377556818723678
select7;35500;340396.72;179037.1;1.0782569390535355
select9;35500;357966.3;201288.48;1.0684474807977677
select3;35600;385453.0;176031.56;1.3930711579322814
select5;35600;336933.0;164293.9;1.1333820807933808
select7;35600;335996.08;180350.64;1.0746716183423997
select9;35600;359309.3;202750.52;1.0679722017049789
select3;35700;379304.92;175680.52;1.3819602596759797
select5;35700;341910.64;165873.84;1.1516031807661056
select7;35700;338961.5;179852.9;1.077421641945839
select9;35700;355377.98;201803.9;1.066592599749565
select3;35800;386661.6;177292.52;1.3717939764261247
select5;35800;339907.34;166433.5;1.14446118414402
select7;35800;338261.88;180033.5;1.0838319009542465
select9;35800;358557.46;203311.96;1.0955251222848892
select3;35900;384884.54;176647.18;1.3770696824789048
select5;35900;343110.68;166718.48;1.1601823592185974
select7;35900;345667.92;181193.54;1.0949840784072875
select9;35900;358619.66;203312.9;1.0767205208539963
select3;36000;387827.48;177597.96;1.3748274207115174
select5;36000;345612.98;167009.22;1.1541904443502427
select7;36000;343181.76;181906.36;1.092443478703499
select9;36000;362277.44;205271.4;1.0788748002052306
select3;36100;387304.22;176850.42;1.412050141096115
select5;36100;346314.26;167932.04;1.196424638032913
select7;36100;348072.36;183832.88;1.1284077590703965
select9;36100;360967.94;204817.1;1.104664578437805
select3;36200;391468.88;178645.52;1.401069880127907
select5;36200;343382.18;168316.96;1.1536281621456146
select7;36200;342993.02;181570.64;1.0822421205043793
select9;36200;360418.54;206081.86;1.0937826377153397
select3;36300;394434.12;178971.54;1.4051607596874236
select5;36300;346469.76;168929.34;1.161844301223755
select7;36300;345183.96;181614.9;1.092996719479561
select9;36300;361976.08;206486.86;1.0851426428556443
select3;36400;392541.54;179518.28;1.389877359867096
select5;36400;345246.24;169040.04;1.1555089980363846
select7;36400;346178.3;184398.5;1.0985111588239669
select9;36400;358970.8;206698.04;1.0848184424638747
select3;36500;389606.76;179080.06;1.3836109793186189
select5;36500;346601.1;169264.68;1.1603080397844314
select7;36500;348359.66;183384.08;1.100424861907959
select9;36500;366834.42;206814.04;1.0901028800010681
select3;36600;392497.0;180249.62;1.4089623588323592
select5;36600;347921.72;169491.58;1.175332198739052
select7;36600;347550.56;183687.26;1.1124605590105057
select9;36600;365803.32;207189.34;1.1050304228067398
select3;36700;395017.08;181833.02;1.4128727418184281
select5;36700;353116.34;170573.08;1.1793806195259093
select7;36700;352449.4;185593.16;1.1303511595726012
select9;36700;365795.02;206978.18;1.0974696791172027
select3;36800;395918.94;181993.1;1.4038992196321487
select5;36800;350303.4;170256.56;1.1723642009496689
select7;36800;351506.82;185105.94;1.1106235992908478
select9;36800;365842.28;209490.16;1.1003391605615616
select3;36900;396265.36;181142.66;1.4018727827072144
select5;36900;348877.8;170945.08;1.1892262399196625
select7;36900;351595.94;185659.9;1.1111434805393219
select9;36900;371689.0;210466.96;1.1024032157659531
select3;37000;401368.16;182987.44;1.4275544202327728
select5;37000;349093.64;171402.7;1.1774245971441268
select7;37000;355593.34;186753.2;1.1213614398241043
select9;37000;365353.76;208833.82;1.0997134041786194
select3;37100;401063.08;183423.6;1.4247900587320328
select5;37100;352416.3;171404.8;1.1823995196819306
select7;37100;355251.24;186719.84;1.1226061779260634
select9;37100;365069.48;208925.24;1.107221341729164
select3;37200;404691.7;184454.08;1.4271949005126954
select5;37200;351031.98;172317.56;1.1861110818386078
select7;37200;357117.7;187588.58;1.1247461819648743
select9;37200;373250.94;211141.96;1.1118302208185196
select3;37300;401494.26;183611.02;1.4428247982263565
select5;37300;356396.38;173597.34;1.191333718895912
select7;37300;354435.46;188215.64;1.1215020412206649
select9;37300;371842.76;211188.18;1.1132287406921386
select3;37400;402813.72;184569.32;1.4388071793317794
select5;37400;358427.02;174433.94;1.2022759211063385
select7;37400;359547.22;188676.82;1.1469759982824326
select9;37400;375389.86;212779.02;1.1442794197797774
select3;37500;404629.0;185035.18;1.4635607427358628
select5;37500;355654.12;173743.68;1.2161702978610993
select7;37500;357361.88;189285.24;1.1516333210468293
select9;37500;373881.02;212221.1;1.1355088597536087
select3;37600;405550.52;185459.92;1.4531534177064895
select5;37600;357097.04;173955.52;1.208433603644371
select7;37600;358766.06;190435.66;1.1438587987422943
select9;37600;375011.6;213374.3;1.1327056401968003
select3;37700;405840.0;186460.24;1.4650069802999497
select5;37700;359647.78;175760.98;1.2255180013179778
select7;37700;357932.08;190073.64;1.1548090380430223
select9;37700;378454.5;214367.82;1.1476272577047348
select3;37800;408201.02;186310.38;1.5309866565465926
select5;37800;361508.56;176382.18;1.2828892415761948
select7;37800;362368.62;191100.56;1.2205371391773223
select9;37800;377361.58;214080.58;1.1943941009044647
select3;37900;411229.48;186852.76;1.4469391596317291
select5;37900;357838.72;176159.22;1.2080794203281402
select7;37900;362975.48;191929.78;1.1481561762094499
select9;37900;379190.64;214379.46;1.1346752405166627
select3;38000;410909.66;188566.58;1.5252183800935746
select5;38000;359515.78;175005.22;1.2622146201133728
select7;38000;363753.86;191629.08;1.2221030992269517
select9;38000;378501.6;216355.0;1.2016139209270478
select3;38100;408705.36;188294.58;1.5239265012741088
select5;38100;362652.92;176262.52;1.2652835768461228
select7;38100;367007.68;192350.92;1.1970423597097397
select9;38100;382853.3;217144.3;1.1806614995002747
select3;38200;413702.06;188852.28;1.4856062614917755
select5;38200;362147.88;177683.32;1.2625983202457427
select7;38200;362972.76;192497.26;1.178803339600563
select9;38200;381659.76;217315.8;1.1577764397859573
select3;38300;416953.68;188935.2;1.4877332013845443
select5;38300;367567.42;178286.62;1.257194260954857
select7;38300;366297.8;192257.02;1.174101180434227
select9;38300;381201.32;217119.74;1.1574714809656144
select3;38400;415471.08;189531.92;1.4771482384204864
select5;38400;362440.94;178119.28;1.231723799109459
select7;38400;366329.54;193313.48;1.1627963209152221
select9;38400;383128.1;218625.88;1.1563319408893584
select3;38500;414164.42;190330.78;1.4739737808704376
select5;38500;366381.34;178662.14;1.231777097582817
select7;38500;367983.2;194471.9;1.1636745023727417
select9;38500;390826.6;218446.0;1.1602934169769288
select3;38600;418358.0;191448.22;1.5164270824193955
select5;38600;365490.36;179873.64;1.2447153401374818
select7;38600;368709.6;195236.46;1.1870024609565735
select9;38600;383372.82;219429.5;1.1646011811494827
select3;38700;419427.5;190534.72;1.4975495409965516
select5;38700;363252.18;180104.66;1.2470966190099717
select7;38700;367768.62;194707.12;1.179435939192772
select9;38700;387958.6;219611.54;1.1715865796804428
select3;38800;418692.84;191942.08;1.4868155604600906
select5;38800;369732.1;179513.66;1.2374311590194702
select7;38800;372561.78;195220.12;1.1732665395736694
select9;38800;386924.92;220259.76;1.1587609201669693
select3;38900;419511.3;191878.26;1.4879420191049575
select5;38900;365564.24;180332.84;1.2333140975236894
select7;38900;371100.04;196500.6;1.1699467581510543
select9;38900;389800.84;220217.34;1.1609875017404556
select3;39000;421724.8;193047.88;1.4927350997924804
select5;39000;372316.2;181471.9;1.2457917428016663
select7;39000;374968.94;197442.56;1.1782607799768448
select9;39000;387731.38;220880.14;1.1599682396650315
select3;39100;420371.96;192836.58;1.4911659616231918
select5;39100;372906.58;181386.9;1.247547398209572
select7;39100;373938.24;197725.98;1.1810337007045746
select9;39100;388921.14;222029.74;1.171304320693016
select3;39200;424426.58;194370.26;1.5065843576192857
select5;39200;373927.62;181773.06;1.2489637172222137
select7;39200;375752.56;197859.16;1.1860361802577972
select9;39200;391938.64;222862.04;1.176267420053482
select3;39300;424069.16;194669.72;1.5042250406742097
select5;39300;369955.0;182454.44;1.2503842383623123
select7;39300;373022.52;198032.8;1.1842339235544204
select9;39300;389767.28;223396.86;1.1751466816663743
select3;39400;425660.34;194823.92;1.5006998181343079
select5;39400;376571.6;182483.56;1.2502830404043197
select7;39400;376710.06;198930.64;1.185971159338951
select9;39400;392162.54;222939.06;1.1722078382968903
select3;39500;426270.7;195255.38;1.5024329406023025
select5;39500;375231.46;183617.48;1.2493972992897033
select7;39500;378405.88;200284.72;1.1868143004179001
select9;39500;394400.42;224178.02;1.17782848238945
select3;39600;425753.12;194532.88;1.4987555807828903
select5;39600;379448.82;184136.1;1.2585016602277757
select7;39600;375666.42;198711.6;1.1856058996915817
select9;39600;394939.38;225156.18;1.1791157197952271
select3;39700;428853.68;195609.14;1.5070016771554946
select5;39700;379459.66;184645.0;1.2637056010961532
select7;39700;379601.74;201151.28;1.2096057802438736
select9;39700;393930.56;223862.24;1.1870055991411208
select3;39800;430205.6;196350.04;1.5150712007284164
select5;39800;380110.84;184998.86;1.2651585787534714
select7;39800;379988.3;201027.54;1.1946005189418794
select9;39800;394672.68;224161.48;1.1809020632505416
select3;39900;430032.82;197774.94;1.5248237597942351
select5;39900;378081.2;185415.86;1.269076257944107
select7;39900;383666.6;202942.28;1.2048695796728135
select9;39900;401584.4;227058.8;1.1945128613710403
select3;40000;435875.74;198135.4;1.5271624612808228
select5;40000;382551.56;186254.22;1.273102142214775
select7;40000;382582.38;202467.32;1.2052324622869492
select9;40000;402789.84;226594.18;1.1931826400756835
select3;40100;429529.54;198089.02;1.5235813212394715
select5;40100;383583.64;187317.38;1.2957122004032136
select7;40100;377936.74;202147.92;1.1978031200170518
select9;40100;399292.38;227344.58;1.191926857829094
select3;40200;434613.88;199324.28;1.5311366379261018
select5;40200;382844.26;188243.76;1.2821144026517868
select7;40200;386532.24;203318.82;1.2090381020307541
select9;40200;400402.62;228412.02;1.195446839928627
select3;40300;434828.92;199417.36;1.5329655188322067
select5;40300;380938.02;187431.9;1.2820346426963807
select7;40300;385080.42;203345.22;1.2109224373102188
select9;40300;401116.68;228306.94;1.1992613577842712
select3;40400;438934.1;199486.7;1.5356806582212448
select5;40400;388192.56;187440.34;1.299954841732979
select7;40400;387288.7;203461.48;1.2163279592990874
select9;40400;403613.38;229077.18;1.201703200340271
select3;40500;440115.3;200642.38;1.539354339838028
select5;40500;382794.38;188240.2;1.2818464225530624
select7;40500;387157.32;204281.02;1.221144158244133
select9;40500;403787.86;230749.88;1.2044903218746186
select3;40600;439676.12;200615.18;1.5470005983114243
select5;40600;383272.6;188175.5;1.2906848621368407
select7;40600;386165.06;205634.2;1.2179088366031647
select9;40600;402739.96;228941.14;1.2053565216064452
select3;40700;438990.38;201354.1;1.5462747025489807
select5;40700;386527.64;188820.2;1.2908013981580735
select7;40700;388971.36;205455.46;1.222677438855171
select9;40700;408540.2;230806.94;1.2123076021671295
select3;40800;438861.16;201327.42;1.5456194204092026
select5;40800;388478.74;188073.22;1.290526776909828
select7;40800;388594.34;206495.5;1.2264550030231476
select9;40800;405842.48;230608.52;1.2085021007061005
select3;40900;444852.62;202192.76;1.5580823808908462
select5;40900;392292.94;190628.54;1.3020942014455796
select7;40900;389861.3;206117.76;1.2326836007833482
select9;40900;408225.5;231669.7;1.2153505194187164
select3;41000;440682.1;201724.48;1.5547006380558015
select5;41000;395402.18;191757.3;1.3059545570611955
select7;41000;394494.26;208046.16;1.2351267802715302
select9;41000;413027.34;234988.1;1.2279220402240754
select3;41100;442588.48;203982.02;1.5851455789804458
select5;41100;394176.8;190483.6;1.3075122207403183
select7;41100;389543.96;207612.8;1.232259019613266
select9;41100;410345.3;233418.08;1.2224276566505432
select3;41200;444830.5;204214.32;1.5686804807186128
select5;41200;394031.44;192379.92;1.3127485591173171
select7;41200;392425.7;208050.44;1.2368531560897826
select9;41200;409196.84;232721.48;1.2218737196922302
select3;41300;445623.14;204161.52;1.570276702642441
select5;41300;394112.04;191963.28;1.309646977186203
select7;41300;394458.3;209281.32;1.2421899217367172
select9;41300;414859.14;235910.12;1.231268920302391
select3;41400;449745.54;205203.58;1.5835283815860748
select5;41400;393002.02;192405.14;1.3158040618896485
select7;41400;398528.32;209470.9;1.2610428804159164
select9;41400;409685.28;234567.46;1.229695838689804
select3;41500;445550.9;204142.3;1.5846746575832367
select5;41500;394630.24;192403.8;1.3181327790021897
select7;41500;396865.48;209845.48;1.2472231394052506
select9;41500;413849.86;236928.86;1.23710586309433
select3;41600;448764.84;205288.64;1.5799709206819534
select5;41600;395667.98;192868.66;1.3214992213249206
select7;41600;400041.08;210653.76;1.2517723602056503
select9;41600;416875.62;237188.56;1.238797219991684
select3;41700;449266.48;206661.0;1.5890743625164032
select5;41700;400777.98;193698.6;1.325232476592064
select7;41700;398205.08;211380.64;1.2537443041801453
select9;41700;416706.32;237354.78;1.241640338897705
select3;41800;449109.58;206305.16;1.590196042060852
select5;41800;399021.38;195325.58;1.3262907403707505
select7;41800;400773.44;213805.38;1.2584042376279831
select9;41800;418199.26;236194.66;1.2471082800626754
select3;41900;452149.52;206719.92;1.5917255198955536
select5;41900;399626.7;195121.58;1.3343784976005555
select7;41900;397520.24;211668.04;1.2547438788414
select9;41900;421345.7;238462.14;1.2479915404319764
select3;42000;452252.8;207714.18;1.5909861016273499
select5;42000;399315.06;194549.24;1.3300583589076995
select7;42000;404214.16;212432.72;1.2637247425317764
select9;42000;419084.74;239179.46;1.2480079025030135
select3;42100;452695.18;208518.36;1.5985800182819367
select5;42100;398333.98;196477.78;1.3361238795518875
select7;42100;402093.92;212030.6;1.2660851806402207
